Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
3325-FUYCG,Male,58,No,No,Yes,No,0,United States,California,Five Points,93624,36.397745,-120.119911,1852,Q3,Yes,1,28,Offer C,Yes,9.62,Yes,Yes,Fiber Optic,24,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,106.1,2847.4,0.0,0,269.35999999999996,3116.76,1,Churned,Yes,85,3770,Dissatisfaction,Service dissatisfaction
8481-YYXWG,Female,30,No,No,No,No,0,United States,California,Hume,93628,36.807595,-118.901544,93,Q3,No,0,5,Offer E,Yes,10.11,No,Yes,Fiber Optic,69,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.35,461.7,0.0,0,50.55,512.25,3,Churned,Yes,70,4584,Dissatisfaction,Network reliability
4701-MLJPN,Male,60,No,No,No,No,0,United States,California,Fresno,93702,36.739385,-119.753649,47999,Q3,No,0,31,Offer C,Yes,1.53,No,Yes,DSL,6,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.25,1715.65,0.0,10,47.43,1773.0800000000002,3,Churned,Yes,78,2933,Attitude,Attitude of support person
1596-BBVTG,Male,53,No,No,No,No,0,United States,California,San Dimas,91773,34.102119,-117.815532,33878,Q3,No,0,35,Offer C,Yes,25.04,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.35,2636.05,0.0,0,876.4,3512.4500000000003,3,Churned,Yes,79,2785,Other,Poor expertise of online support
9600-UDOPK,Male,33,No,No,Yes,No,0,United States,California,San Francisco,94117,37.770533,-122.445121,38756,Q3,Yes,1,30,Offer C,Yes,10.5,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.05,2866.45,0.0,0,315.0,3181.45,3,Churned,Yes,68,4095,Attitude,Attitude of support person
5976-JCJRH,Male,36,No,No,Yes,No,0,United States,California,Danville,94526,37.815459,-121.977203,32873,Q3,Yes,1,10,Offer D,Yes,31.72,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,738.2,0.0,0,317.2,1055.4,3,Churned,Yes,94,2162,Dissatisfaction,Limited range of services
0137-OCGAB,Female,25,Yes,No,No,No,0,United States,California,Fairfield,94533,38.287136,-122.02711,77683,Q3,No,0,1,Offer E,Yes,1.23,Yes,Yes,Fiber Optic,69,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.2,80.2,0.0,0,1.23,81.43,3,Churned,Yes,90,3056,Price,Lack of affordable download/upload speed
3351-NQLDI,Female,41,No,No,Yes,No,0,United States,California,Travis Afb,94535,38.265899,-121.939461,9978,Q3,Yes,1,67,Offer A,Yes,30.94,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.35,6341.45,0.0,0,2072.98,8414.43,1,Churned,Yes,91,4348,Price,Long distance charges
7593-JNWRU,Male,61,No,No,Yes,Yes,1,United States,California,Fremont,94538,37.505768,-121.962472,56126,Q3,Yes,5,6,Offer E,Yes,49.2,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.6,260.8,0.0,0,295.20000000000005,556.0,2,Churned,Yes,90,4525,Price,Extra data charges
6877-TJMBR,Male,21,Yes,No,Yes,No,0,United States,California,Orinda,94563,37.873916,-122.20522,17964,Q3,Yes,1,1,Offer E,Yes,37.83,No,Yes,Fiber Optic,51,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,84.8,0.0,0,37.83,122.63,3,Churned,Yes,80,2627,Dissatisfaction,Network reliability
2433-KMEAS,Male,62,No,No,No,No,0,United States,California,Dublin,94568,37.713926,-121.928425,29636,Q3,No,0,22,Offer D,Yes,7.28,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,1127.35,0.0,0,160.16,1287.51,1,Churned,Yes,71,2445,Other,Don't know
2011-TRQYE,Male,59,No,No,No,No,0,United States,California,Deer Park,94576,38.554383,-122.474773,223,Q3,No,0,18,Offer D,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,33.5,600.0,0.0,0,0.0,600.0,2,Churned,Yes,82,5474,Dissatisfaction,Product dissatisfaction
2725-KXXWT,Male,26,Yes,No,Yes,No,0,United States,California,Vallejo,94589,38.161321,-122.271588,42209,Q3,No,0,1,Offer E,Yes,23.06,No,Yes,Fiber Optic,52,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,90.75,0.0,0,23.06,113.81,3,Churned,Yes,86,5460,Attitude,Attitude of support person
9565-DJPIB,Female,64,No,No,No,No,0,United States,California,Vallejo,94590,38.104705,-122.247387,37218,Q3,No,0,4,Offer E,Yes,36.76,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,89.6,365.65,0.0,0,147.04,512.6899999999999,1,Churned,Yes,87,4689,Competitor,Competitor had better devices
8348-HFYIV,Male,21,Yes,No,No,No,0,United States,California,Oakland,94601,37.776523,-122.219268,54876,Q3,No,0,2,Offer E,No,0.0,No,Yes,DSL,51,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.25,90.35,0.0,0,0.0,90.35,3,Churned,Yes,90,5775,Dissatisfaction,Limited range of services
4659-NZRUF,Female,64,No,No,No,No,0,United States,California,Oakland,94609,37.834341,-122.26437,21097,Q3,No,0,19,Offer D,Yes,32.87,Yes,Yes,Fiber Optic,17,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.15,1789.25,0.0,120,624.53,2533.7799999999997,3,Churned,Yes,78,5830,Price,Long distance charges
8429-XIBUM,Male,44,No,No,No,No,0,United States,California,Oakland,94618,37.84551,-122.235181,15438,Q3,No,0,22,Offer D,Yes,10.33,Yes,Yes,Fiber Optic,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,2317.1,0.0,0,227.26,2544.3599999999997,1,Churned,Yes,77,4694,Price,Extra data charges
7598-UAASY,Male,19,Yes,No,Yes,No,0,United States,California,Marshall,94940,38.129308,-122.834815,406,Q3,Yes,1,2,Offer E,Yes,20.5,No,Yes,Fiber Optic,51,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.4,151.8,0.0,0,41.0,192.8,1,Churned,Yes,71,4340,Competitor,Competitor had better devices
7938-OUHIO,Male,28,Yes,No,No,No,0,United States,California,Mill Valley,94941,37.901371,-122.572024,28727,Q3,No,0,3,Offer E,Yes,32.76,No,Yes,Fiber Optic,73,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,293.65,0.0,0,98.28,391.9299999999999,3,Churned,Yes,72,3916,Attitude,Attitude of service provider
3426-NIYYL,Male,47,No,No,No,No,0,United States,California,Sausalito,94965,37.848641,-122.515692,11213,Q3,No,0,15,Offer D,Yes,3.15,Yes,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,51.55,765.5,0.0,20,47.25,832.75,2,Churned,Yes,66,2087,Attitude,Attitude of support person
3387-VATUS,Male,44,No,No,No,No,0,United States,California,Aromas,95004,36.878364,-121.629781,3373,Q3,No,0,5,Offer E,Yes,40.15,Yes,Yes,Fiber Optic,19,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,462.8,0.0,0,200.75,663.55,3,Churned,Yes,69,5701,Attitude,Attitude of service provider
0415-MOSGF,Female,58,No,No,No,No,0,United States,California,Los Gatos,95030,37.222842,-121.988727,13290,Q3,No,0,1,Offer E,Yes,26.53,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.4,44.4,0.0,0,26.53,70.93,2,Churned,Yes,76,3204,Attitude,Attitude of support person
2495-INZWQ,Male,44,No,No,No,No,0,United States,California,San Juan Bautista,95045,36.810568,-121.503022,3402,Q3,No,0,4,Offer E,No,0.0,No,Yes,Cable,20,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.55,174.3,0.0,10,0.0,184.3,2,Churned,Yes,66,5605,Attitude,Attitude of service provider
6857-VWJDT,Female,45,No,No,No,No,0,United States,California,Santa Cruz,95060,36.993451,-122.098858,43192,Q3,No,0,1,Offer E,Yes,32.33,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.65,95.65,0.0,0,32.33,127.98,2,Churned,Yes,87,3473,Attitude,Attitude of service provider
6100-QQHEB,Male,42,No,No,Yes,No,0,United States,California,San Jose,95121,37.304681,-121.809955,37127,Q3,Yes,1,17,Offer D,Yes,17.71,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,1515.1,0.0,0,301.07,1816.17,3,Churned,Yes,91,5775,Other,Moved
2691-NZETQ,Male,28,Yes,No,No,No,0,United States,California,San Jose,95130,37.277592,-121.986477,13481,Q3,No,0,9,Offer E,Yes,49.14,Yes,Yes,Fiber Optic,58,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,758.6,0.0,0,442.26,1200.86,2,Churned,Yes,89,2752,Competitor,Competitor offered higher download speeds
7295-JOMMD,Female,34,No,No,No,No,0,United States,California,San Jose,95135,37.28682,-121.723877,15798,Q3,No,0,4,Offer E,Yes,5.63,No,Yes,Fiber Optic,18,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,396.3,0.0,0,22.52,418.82,1,Churned,Yes,87,2895,Competitor,Competitor made better offer
6023-YEBUP,Male,32,No,No,No,No,0,United States,California,Stockton,95210,38.033219,-121.297433,40611,Q3,No,0,3,Offer E,Yes,11.94,Yes,Yes,Cable,30,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.95,329.95,0.0,10,35.82,375.77,1,Churned,Yes,81,5351,Competitor,Competitor had better devices
7209-JCUDS,Male,25,Yes,No,No,No,0,United States,California,Stockton,95212,38.049457,-121.21653,6951,Q3,No,0,10,Offer D,Yes,40.22,No,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,1048.85,0.0,0,402.2,1451.05,1,Churned,Yes,83,2832,Competitor,Competitor had better devices
6158-DWPZT,Male,53,No,No,Yes,No,0,United States,California,Avery,95224,38.208336,-120.339938,115,Q3,Yes,1,9,Offer E,No,0.0,No,Yes,DSL,15,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,24.1,259.8,0.0,0,0.0,259.8,2,Churned,Yes,82,3195,Competitor,Competitor offered more data
3763-GCZHZ,Male,23,Yes,No,Yes,No,0,United States,California,Hathaway Pines,95233,38.184914,-120.364085,335,Q3,Yes,1,66,Offer A,Yes,20.07,Yes,Yes,Fiber Optic,85,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.05,6890.0,0.0,0,1324.62,8214.62,2,Churned,Yes,95,5504,Competitor,Competitor offered more data
0772-GYEQQ,Male,33,No,No,No,No,0,United States,California,Lodi,95240,38.123544,-121.159078,45755,Q3,No,0,3,Offer E,Yes,49.4,No,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.35,262.05,0.0,0,148.2,410.25,2,Churned,Yes,93,5202,Competitor,Competitor offered more data
2004-OCQXK,Female,44,No,No,No,No,0,United States,California,Merced,95348,37.40122,-120.514191,23100,Q3,No,0,1,Offer E,Yes,44.94,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.95,81.95,0.0,0,44.94,126.89,1,Churned,Yes,85,5622,Competitor,Competitor had better devices
5027-QPKTE,Male,39,No,No,Yes,No,0,United States,California,Modesto,95350,37.671806,-121.007575,52872,Q3,Yes,1,7,Offer E,Yes,14.75,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.35,451.1,0.0,10,103.25,564.35,1,Churned,Yes,82,4292,Competitor,Competitor had better devices
7508-MYBOG,Male,20,Yes,No,Yes,No,0,United States,California,Patterson,95363,37.410236,-121.320337,15536,Q3,Yes,1,14,Offer D,Yes,7.26,Yes,Yes,Fiber Optic,42,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.1,1235.55,0.0,0,101.64,1337.19,1,Churned,Yes,89,2177,Competitor,Competitor had better devices
9992-RRAMN,Male,40,No,No,Yes,No,0,United States,California,Riverbank,95367,37.734971,-120.954271,16525,Q3,Yes,1,22,Offer D,Yes,16.2,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.1,1873.7,0.0,0,356.4,2230.1,1,Churned,Yes,68,5248,Dissatisfaction,Product dissatisfaction
7854-EDSSA,Male,46,No,No,No,No,0,United States,California,Santa Rosa,95404,38.526941,-122.709096,35057,Q3,No,0,22,Offer D,Yes,49.43,Yes,Yes,Cable,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.0,1254.7,0.0,0,1087.46,2342.16,3,Churned,Yes,77,2195,Dissatisfaction,Poor expertise of online support
0611-DFXKO,Male,35,No,No,Yes,No,0,United States,California,Comptche,95427,39.239818,-123.565432,371,Q3,Yes,1,20,Offer D,Yes,18.05,No,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.0,1820.45,0.0,0,361.0,2181.45,2,Churned,Yes,78,4594,Dissatisfaction,Service dissatisfaction
7317-GGVPB,Male,57,No,No,Yes,No,0,United States,California,Lotus,95651,38.815515,-120.916997,485,Q3,Yes,1,71,Offer A,Yes,5.76,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.6,7690.9,0.0,20,408.96,8119.86,1,Churned,Yes,90,4982,Dissatisfaction,Product dissatisfaction
0876-WDUUZ,Female,62,No,No,No,No,0,United States,California,Pine Grove,95665,38.400264,-120.641274,4354,Q3,No,0,5,Offer E,Yes,43.51,No,Yes,Fiber Optic,17,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.4,425.9,0.0,0,217.55,643.4499999999999,2,Churned,Yes,90,3716,Price,Long distance charges
4250-FDVOU,Female,44,No,No,No,No,0,United States,California,Woodland,95695,38.71967,-121.862416,38547,Q3,No,0,6,Offer E,Yes,17.18,No,Yes,DSL,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.25,389.1,0.0,0,103.08,492.18,1,Churned,Yes,95,4110,Attitude,Attitude of support person
2141-RRYGO,Female,51,No,No,No,No,0,United States,California,Camino,95709,38.748316,-120.675512,4829,Q3,No,0,4,Offer E,Yes,10.64,No,Yes,DSL,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.65,261.25,0.0,0,42.56,303.81,3,Churned,Yes,76,5274,Other,Poor expertise of online support
6376-GAHQE,Male,48,No,No,No,No,0,United States,California,Dutch Flat,95714,39.197215,-120.83679,350,Q3,No,0,4,Offer E,Yes,42.8,No,Yes,Fiber Optic,28,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,77.85,299.2,0.0,10,171.2,480.4,2,Churned,Yes,65,2140,Other,Don't know
5052-PNLOS,Male,50,No,No,No,No,0,United States,California,Echo Lake,95721,38.851842,-120.076204,69,Q3,No,0,3,Offer E,Yes,13.83,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,323.25,0.0,0,41.49,364.74,3,Churned,Yes,65,3662,Other,Poor expertise of online support
6979-ZNSFF,Female,48,No,No,No,No,0,United States,California,Pollock Pines,95726,38.733908,-120.453416,8577,Q3,No,0,8,Offer E,Yes,45.59,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.05,762.1,0.0,0,364.72,1126.8200000000002,1,Churned,Yes,69,2545,Price,Price too high
3030-YZADT,Male,57,No,No,No,No,0,United States,California,Grass Valley,95949,39.099204,-121.137962,17922,Q3,No,0,9,Offer E,Yes,2.88,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.95,431.0,0.0,10,25.92,466.92,1,Churned,Yes,66,5023,Competitor,Competitor had better devices
8149-RSOUN,Female,49,No,No,No,No,0,United States,California,Dorris,96023,41.949216,-122.050062,1162,Q3,No,0,1,Offer E,Yes,16.15,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,93.85,0.0,0,16.15,110.0,3,Churned,Yes,78,3014,Competitor,Competitor offered more data
7250-EQKIY,Female,47,No,No,Yes,Yes,2,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,Yes,1,1,Offer E,Yes,9.73,No,Yes,DSL,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.45,50.45,0.0,0,9.73,60.18000000000001,2,Churned,Yes,75,2426,Competitor,Competitor made better offer
4013-UBXWQ,Female,33,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,No,0,7,Offer E,Yes,48.82,Yes,Yes,Cable,19,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,521.1,28.35,0,341.74,834.49,3,Churned,Yes,67,4612,Competitor,Competitor made better offer
8806-EAGWC,Male,25,Yes,No,No,No,0,United States,California,Old Station,96071,40.656287,-121.428965,182,Q3,No,0,3,Offer E,Yes,22.77,No,Yes,DSL,51,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.15,159.15,0.0,0,68.31,227.46,2,Churned,Yes,78,5698,Dissatisfaction,Network reliability
6772-KSATR,Male,31,No,No,No,No,0,United States,California,Eagleville,96110,41.280341,-120.150381,132,Q3,No,0,1,Offer E,Yes,9.81,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.7,81.7,0.0,0,9.81,91.51,1,Churned,Yes,83,5574,Dissatisfaction,Service dissatisfaction
4210-QFJMF,Female,41,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,No,0,4,Offer E,Yes,36.91,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,317.25,0.0,0,147.64,464.89,1,Churned,Yes,68,5762,Competitor,Competitor made better offer
1086-LXKFY,Female,46,No,No,Yes,No,0,United States,California,Westwood,96137,40.271535,-121.018087,4158,Q3,Yes,1,1,Offer E,Yes,16.55,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.1,69.1,0.0,0,16.55,85.64999999999999,1,Churned,Yes,92,4779,Other,Don't know
5016-ETTFF,Male,46,No,No,No,No,0,United States,California,Los Angeles,90016,34.028331,-118.354338,46984,Q3,No,0,10,Offer D,No,0.0,No,Yes,DSL,30,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.5,255.25,0.0,40,0.0,295.25,3,Churned,Yes,69,3797,Dissatisfaction,Service dissatisfaction
1513-XNPPH,Female,36,No,No,No,No,0,United States,California,Los Angeles,90037,34.002642,-118.287596,56709,Q3,No,0,12,Offer D,Yes,17.46,No,Yes,Fiber Optic,9,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,1095.65,0.0,0,209.52,1305.17,1,Churned,Yes,79,5047,Dissatisfaction,Product dissatisfaction
6347-DCUIK,Male,28,Yes,No,No,No,0,United States,California,Los Angeles,90043,33.988543,-118.334081,44764,Q3,No,0,10,Offer D,Yes,29.24,Yes,Yes,Fiber Optic,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.15,811.8,0.0,0,292.4,1104.1999999999998,1,Churned,Yes,90,4231,Attitude,Attitude of support person
0897-FEGMU,Female,43,No,No,Yes,No,0,United States,California,Los Angeles,90048,34.072945,-118.37267,21739,Q3,Yes,1,11,Offer D,Yes,31.08,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,1056.95,0.0,0,341.88,1398.83,3,Churned,Yes,84,5286,Dissatisfaction,Network reliability
1120-BMWUB,Female,36,No,No,No,No,0,United States,California,Los Angeles,90056,33.987945,-118.370442,8115,Q3,No,0,16,Offer D,Yes,6.86,No,Yes,DSL,8,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,53.9,834.15,0.0,40,109.76,983.91,3,Churned,Yes,65,5091,Other,Don't know
0689-NKYLF,Male,42,No,No,No,No,0,United States,California,Los Angeles,90066,34.002028,-118.430656,55204,Q3,No,0,13,Offer D,Yes,35.4,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.2,1060.6,0.0,0,460.2,1520.8,2,Churned,Yes,86,4028,Attitude,Attitude of support person
5519-YLDGW,Female,57,No,No,Yes,No,0,United States,California,Los Angeles,90071,34.052917,-118.255178,21,Q3,Yes,1,21,Offer D,Yes,1.21,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.9,2254.2,0.0,0,25.41,2279.6099999999997,1,Churned,Yes,91,3769,Dissatisfaction,Limited range of services
7526-BEZQB,Male,39,No,No,No,No,0,United States,California,Lawndale,90260,33.88856,-118.351813,33300,Q3,No,0,12,Offer D,Yes,44.71,Yes,Yes,Cable,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.05,1148.1,0.0,0,536.52,1684.62,1,Churned,Yes,89,2577,Attitude,Attitude of support person
4112-LUEIZ,Male,55,No,No,No,No,0,United States,California,La Palma,90623,33.850504,-118.039892,15505,Q3,No,0,10,Offer D,Yes,12.78,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,863.1,0.0,0,127.8,990.9,3,Churned,Yes,84,4206,Attitude,Attitude of support person
5955-ERIHD,Male,53,No,No,Yes,No,0,United States,California,Lakewood,90712,33.840524,-118.148403,30173,Q3,Yes,1,18,Offer D,Yes,31.49,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,1687.95,0.0,0,566.8199999999999,2254.77,1,Churned,Yes,72,2206,Price,Long distance charges
7274-RTAPZ,Male,20,Yes,No,No,No,0,United States,California,Long Beach,90804,33.783047,-118.1486,43467,Q3,No,0,1,Offer E,Yes,7.15,No,Yes,Fiber Optic,48,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.55,90.55,0.0,0,7.15,97.7,1,Churned,Yes,89,3898,Dissatisfaction,Product dissatisfaction
3834-XUIFC,Male,23,Yes,No,No,No,0,United States,California,Long Beach,90814,33.771612,-118.143866,19034,Q3,No,0,7,Offer E,Yes,18.83,Yes,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,602.55,0.0,0,131.81,734.3599999999999,1,Churned,Yes,86,3905,Attitude,Attitude of support person
8229-TNIQA,Female,36,No,No,No,No,0,United States,California,Pasadena,91105,34.13946,-118.166649,10253,Q3,No,0,4,Offer E,Yes,39.9,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.3,196.95,0.0,0,159.6,356.54999999999995,2,Churned,Yes,91,3443,Other,Don't know
7743-EXURX,Male,47,No,No,Yes,Yes,1,United States,California,Glendale,91208,34.195386,-118.238508,16910,Q3,Yes,1,8,Offer E,Yes,3.85,No,Yes,DSL,20,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.05,415.05,0.0,0,30.8,445.85,1,Churned,Yes,77,3758,Dissatisfaction,Product dissatisfaction
5569-KGJHX,Female,63,No,No,Yes,No,0,United States,California,Canoga Park,91303,34.19829,-118.602203,23519,Q3,Yes,1,9,Offer E,Yes,14.21,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.35,754.65,0.0,50,127.89,932.54,3,Churned,Yes,95,2445,Dissatisfaction,Service dissatisfaction
7587-RZNME,Male,23,Yes,No,No,No,0,United States,California,Valencia,91355,34.43987,-118.644609,24977,Q3,No,0,3,Offer E,Yes,48.84,No,Yes,DSL,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,123.65,0.0,0,146.52,270.17,3,Churned,Yes,91,4849,Price,Lack of affordable download/upload speed
3746-EUBYR,Male,63,No,No,Yes,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,Yes,1,1,Offer E,Yes,44.73,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,74.6,0.0,0,44.73,119.32999999999998,1,Churned,Yes,75,5861,Competitor,Competitor made better offer
9474-PHLYD,Female,25,Yes,No,No,No,0,United States,California,Sherman Oaks,91423,34.146957,-118.432138,29387,Q3,No,0,15,Offer D,Yes,36.34,No,Yes,DSL,48,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.45,892.65,0.0,0,545.1,1437.75,1,Churned,Yes,68,5129,Dissatisfaction,Network reliability
7594-RQHXR,Female,20,Yes,No,No,No,0,United States,California,Covina,91722,34.097345,-117.906736,33817,Q3,No,0,1,Offer E,Yes,21.72,No,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,79.6,0.0,0,21.72,101.32,2,Churned,Yes,94,3108,Other,Deceased
6331-EWIEB,Male,49,No,No,No,No,0,United States,California,El Monte,91731,34.079934,-118.046695,30211,Q3,No,0,20,Offer D,Yes,1.36,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,1734.5,0.0,0,27.200000000000003,1761.7,2,Churned,Yes,92,2414,Other,Moved
